# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Aug 18 22:43:49 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and tran_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN tran_flag:      Detected by Transits
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Semi-Major Axis to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN rowupdate:      Date of Last Update
#
pl_name,default_flag,sy_snum,sy_pnum,discoverymethod,tran_flag,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,rowupdate
Kepler-1268 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,40.99039860,0.00048060,-0.00048060,0,,,,,2.030,0.670,-0.230,0,,,,,,,,,,,,,,,,,,,,,0.01712,0.00096,-0.00051,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5904.00,68.91,-79.21,0,1.09,0.36,-0.12,0,1.06,0.08,-0.06,0,0.050,0.140,-0.166,0,,,,,4.38,0.09,-0.21,0,4.270,2.220,-2.430,0,,,,,,,,,2016-05-06
Kepler-1269 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,37.33315360,0.00032100,-0.00032100,0,,,,,1.630,0.460,-0.180,0,,,,,,,,,,,,,,,,,,,,,0.01273,0.00061,-0.00029,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5998.00,88.20,-88.22,0,1.15,0.32,-0.12,0,1.10,0.09,-0.06,0,0.070,0.138,-0.145,0,,,,,4.36,0.09,-0.18,0,3.550,1.680,-1.800,0,,,,,,,,,2016-05-06
Kepler-127 b,1,1,3,Transit,1,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.43588900,0.00006300,-0.00006300,0,0.125000,,,0,1.400,0.050,-0.050,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6106.00,106.00,-106.00,0,1.36,0.04,-0.04,0,,,,,,,,,,,,,4.26,0.05,-0.05,0,,,,,,,,,,,,,2014-05-14
Kepler-127 c,1,1,3,Transit,1,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,29.39319500,0.00007300,-0.00007300,0,0.200000,,,0,2.660,0.140,-0.140,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6106.00,106.00,-106.00,0,1.36,0.04,-0.04,0,,,,,,,,,,,,,4.26,0.05,-0.05,0,,,,,,,,,,,,,2014-05-14
Kepler-127 d,1,1,3,Transit,1,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,48.63040800,0.00012800,-0.00012800,0,0.280000,,,0,2.640,0.140,-0.140,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6106.00,106.00,-106.00,0,1.36,0.04,-0.04,0,,,,,,,,,,,,,4.26,0.05,-0.05,0,,,,,,,,,,,,,2014-05-14
Kepler-1270 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.03356196,0.00006551,-0.00006551,0,,,,,3.320,0.300,-0.650,0,,,,,,,,,,,,,,,,,,,,,0.00946,0.00002,-0.00137,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5047.00,40.17,-34.17,0,3.38,0.30,-0.41,0,1.28,0.01,-0.11,0,-0.020,0.111,-0.020,0,,,,,3.49,0.09,-0.07,0,4.370,2.140,-0.120,0,,,,,,,,,2016-05-06
Kepler-1271 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.02559550,0.00001160,-0.00001160,0,,,,,1.480,0.230,-0.160,0,,,,,,,,,,,,,,,,,,,,,0.01062,0.00042,-0.00027,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6143.00,81.37,-88.49,0,1.23,0.18,-0.13,0,1.13,0.06,-0.06,0,-0.010,0.080,-0.094,0,,,,,4.31,0.09,-0.10,0,3.630,1.060,-1.510,0,,,,,,,,,2016-05-06
Kepler-1272 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,51.13097040,0.00045140,-0.00045140,0,,,,,2.370,0.700,-0.320,0,,,,,,,,,,,,,,,,,,,,,0.01991,0.00334,-0.00177,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5926.00,95.26,-135.18,0,1.09,0.27,-0.11,0,1.06,0.08,-0.07,0,0.060,0.142,-0.160,0,,,,,4.39,0.08,-0.17,0,3.890,2.260,-2.100,0,,,,,,,,,2016-05-06
Kepler-1273 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,28.62565300,0.00021740,-0.00021740,0,,,,,2.490,0.330,-0.190,0,,,,,,,,,,,,,,,,,,,,,0.02521,0.00085,-0.00111,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5566.00,77.45,-71.25,0,0.91,0.12,-0.06,0,0.94,0.04,-0.05,0,0.030,0.132,-0.157,0,,,,,4.50,0.05,-0.12,0,4.470,5.370,-2.730,0,,,,,,,,,2016-05-06
Kepler-1274 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.98152703,0.00006708,-0.00006708,0,,,,,1.420,0.100,-0.100,0,,,,,,,,,,,,,,,,,,,,,0.00561,0.00022,-0.00021,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6179.00,54.41,-48.15,0,2.17,0.13,-0.12,0,1.45,0.06,-0.05,0,0.110,0.084,-0.071,0,,,,,3.93,0.04,-0.04,0,2.880,0.300,-0.310,0,,,,,,,,,2016-05-06
Kepler-1275 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.65691115,0.00001583,-0.00001583,0,,,,,1.480,0.650,-0.270,0,,,,,,,,,,,,,,,,,,,,,0.01003,0.00036,-0.00056,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6296.00,202.94,-214.87,0,1.36,0.60,-0.23,0,1.23,0.21,-0.13,0,0.040,0.131,-0.160,0,,,,,4.26,0.12,-0.25,0,2.510,1.080,-0.829,0,,,,,,,,,2016-05-06
Kepler-1276 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.57200950,0.00010980,-0.00010980,0,,,,,1.190,0.200,-0.110,0,,,,,,,,,,,,,,,,,,,,,0.00925,0.00112,-0.00042,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6188.00,65.25,-55.24,0,1.21,0.14,-0.10,0,1.14,0.05,-0.05,0,-0.020,0.084,-0.096,0,,,,,4.33,0.07,-0.09,0,3.090,1.000,-1.300,0,,,,,,,,,2016-05-06
Kepler-1277 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,40.83650120,0.00045860,-0.00045860,0,,,,,1.600,0.290,-0.110,0,,,,,,,,,,,,,,,,,,,,,0.01584,0.00272,-0.00076,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5578.00,82.21,-68.73,0,0.92,0.06,-0.05,0,0.94,0.04,-0.04,0,-0.010,0.105,-0.111,0,,,,,4.49,0.05,-0.07,0,5.010,3.560,-3.000,0,,,,,,,,,2016-05-06
Kepler-1278 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.23941344,0.00001696,-0.00001696,0,,,,,1.010,0.310,-0.120,0,,,,,,,,,,,,,,,,,,,,,0.00819,0.00045,-0.00023,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6074.00,112.24,-128.32,0,1.16,0.35,-0.13,0,1.11,0.11,-0.08,0,0.020,0.134,-0.161,0,,,,,4.35,0.09,-0.19,0,3.310,1.450,-1.520,0,,,,,,,,,2016-05-06
Kepler-1279 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,23.47741010,0.00024450,-0.00024450,0,,,,,1.750,0.880,-0.270,0,,,,,,,,,,,,,,,,,,,,,0.01180,0.00221,-0.00056,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6221.00,97.80,-110.44,0,1.33,0.62,-0.19,0,1.21,0.19,-0.10,0,0.060,0.134,-0.141,0,,,,,4.26,0.12,-0.26,0,2.820,0.804,-1.100,0,,,,,,,,,2016-05-06
Kepler-128 b,1,1,2,Transit,1,0,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,15.00000000,,,0,,,,,1.421,0.040,-0.040,0,0.01192,0.00239,-0.00208,0,,,,,,,,,,,,,,,,,,,,,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,,6072.00,75.00,-75.00,0,1.66,0.04,-0.04,0,1.18,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-10
Kepler-128 c,1,1,2,Transit,1,0,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,22.80000000,,,0,,,,,1.521,0.047,-0.047,0,0.01063,0.00211,-0.00186,0,0.037000,0.026000,-0.030000,0,,,,,,,,,,,,,,,,,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,,6072.00,75.00,-75.00,0,1.66,0.04,-0.04,0,1.18,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-10
Kepler-1280 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,66.55790570,0.00077050,-0.00077050,0,,,,,1.870,0.830,-0.290,0,,,,,,,,,,,,,,,,,,,,,0.01338,0.00049,-0.00049,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6227.00,121.69,-156.51,0,1.32,0.59,-0.20,0,1.20,0.18,-0.11,0,0.040,0.135,-0.153,0,,,,,4.28,0.11,-0.26,0,2.820,1.020,-1.060,0,,,,,,,,,2016-05-06
Kepler-1281 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.11602791,0.00001300,-0.00001300,0,,,,,1.640,0.130,-0.140,0,,,,,,,,,,,,,,,,,,,,,0.01801,0.00046,-0.00103,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5353.00,86.50,-93.58,0,0.83,0.06,-0.05,0,0.87,0.04,-0.05,0,-0.040,0.169,-0.175,0,,,,,4.55,0.04,-0.07,0,4.370,5.890,-2.670,0,,,,,,,,,2016-05-06
Kepler-1282 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.13194651,0.00000687,-0.00000687,0,,,,,1.550,0.210,-0.110,0,,,,,,,,,,,,,,,,,,,,,0.01567,0.00070,-0.00049,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5504.00,81.08,-78.70,0,0.89,0.11,-0.06,0,0.92,0.04,-0.04,0,0.010,0.137,-0.168,0,,,,,4.51,0.04,-0.12,0,4.570,6.120,-2.890,0,,,,,,,,,2016-05-06
Kepler-1283 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.94609780,0.00021850,-0.00021850,0,,,,,1.910,0.790,-0.310,0,,,,,,,,,,,,,,,,,,,,,0.01367,0.00070,-0.00046,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6175.00,183.18,-233.53,0,1.25,0.51,-0.20,0,1.16,0.18,-0.11,0,0.040,0.128,-0.159,0,,,,,4.31,0.12,-0.24,0,2.880,1.570,-1.120,0,,,,,,,,,2016-05-06
Kepler-1284 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.66407381,0.00000148,-0.00000148,0,,,,,1.210,0.100,-0.070,0,,,,,,,,,,,,,,,,,,,,,0.01354,0.00077,-0.00040,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5123.00,62.80,-83.53,0,0.79,0.05,-0.04,0,0.84,0.04,-0.04,0,0.030,0.170,-0.175,0,,,,,4.57,0.03,-0.05,0,4.470,6.030,-2.680,0,,,,,,,,,2016-05-06
Kepler-1285 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.79674580,0.00011340,-0.00011340,0,,,,,0.970,0.100,-0.080,0,,,,,,,,,,,,,,,,,,,,,0.00747,0.00017,-0.00036,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6170.00,67.21,-62.49,0,1.28,0.12,-0.09,0,1.20,0.05,-0.04,0,0.160,0.089,-0.088,0,,,,,4.30,0.06,-0.07,0,2.750,0.868,-1.060,0,,,,,,,,,2016-05-06
Kepler-1286 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.25402929,0.00006812,-0.00006812,0,,,,,2.150,0.450,-0.180,0,,,,,,,,,,,,,,,,,,,,,0.01994,0.00099,-0.00082,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5753.00,74.56,-79.20,0,0.98,0.20,-0.07,0,1.00,0.05,-0.05,0,0.030,0.138,-0.155,0,,,,,4.45,0.06,-0.15,0,4.170,3.540,-2.460,0,,,,,,,,,2016-05-06
Kepler-1287 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.47685909,0.00006466,-0.00006466,0,,,,,1.540,0.220,-0.130,0,,,,,,,,,,,,,,,,,,,,,0.01454,0.00083,-0.00056,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5715.00,93.97,-83.95,0,0.94,0.13,-0.07,0,0.96,0.05,-0.06,0,-0.050,0.147,-0.183,0,,,,,4.48,0.05,-0.12,0,4.070,3.920,-2.390,0,,,,,,,,,2016-05-06
Kepler-1288 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.76122421,0.00001477,-0.00001477,0,,,,,1.120,0.470,-0.160,0,,,,,,,,,,,,,,,,,,,,,0.00772,0.00021,-0.00036,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6132.00,87.95,-135.79,0,1.29,0.54,-0.17,0,1.20,0.16,-0.08,0,0.140,0.157,-0.143,0,,,,,4.29,0.10,-0.24,0,2.880,1.020,-1.230,0,,,,,,,,,2016-05-06
Kepler-1289 b,1,1,1,Transit,1,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.99019627,0.00005083,-0.00005083,0,,,,,1.520,0.490,-0.240,0,,,,,,,,,,,,,,,,,,,,,0.01221,0.00065,-0.00036,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6080.00,245.65,-268.17,0,1.17,0.37,-0.18,0,1.10,0.17,-0.10,0,0.020,0.134,-0.153,0,,,,,4.35,0.12,-0.19,0,2.950,1.920,-1.240,0,,,,,,,,,2016-05-06
Kepler-129 b,1,1,3,Transit,1,0,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>,15.79000000,,,0,0.130000,,,0,2.400,0.040,-0.040,0,0.06293,,,1,,,,,,,,,,,,,,,,,,,,,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>,G4 V,5770.00,83.00,-83.00,0,1.65,0.01,-0.01,0,1.18,0.02,-0.03,0,0.290,0.100,-0.100,0,,,,,,,,,6.430,0.640,-0.610,0,2.1300,1.0000,-1.0000,0,,,,,2021-06-28
Kepler-129 c,1,1,3,Transit,1,0,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>,82.20000000,,,0,0.390000,,,0,2.520,0.070,-0.070,0,0.13529,0.04090,-0.03776,0,,,,,,,,,,,,,,,,,,,,,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>,G4 V,5770.00,83.00,-83.00,0,1.65,0.01,-0.01,0,1.18,0.02,-0.03,0,0.290,0.100,-0.100,0,,,,,,,,,6.430,0.640,-0.610,0,2.1300,1.0000,-1.0000,0,,,,,2021-06-28
